
item_category,total_cnt,buy_cnt
657,298,2
12239,2087,14
3143,299,2
11740,1346,9
9938,1496,10
8991,449,3
10879,150,1
3700,300,2
6504,300,2
3484,300,2
6874,150,1
5037,1201,8
2255,1655,11
9396,3913,26
13664,2258,15
1215,1656,11
2459,1355,9
7174,303,2
8474,152,1
198,10339,68
1527,913,6
5016,609,4
7033,4418,29
404,610,4
3568,305,2
519,610,4
5048,1221,8
8126,6266,41
5057,917,6
10520,4893,32
12528,306,2
4410,153,1
6724,8438,55
5817,307,2
2921,461,3
13216,615,4
7213,923,6
1807,2001,13
5449,462,3
3023,154,1
1642,1233,8
9279,2312,15
8184,925,6
3156,18518,120
8923,463,3
13299,463,3
10734,1853,12
7195,26420,171
12446,310,2
4155,155,1
7367,155,1
9989,465,3
155,1711,11
12863,18549,119
14038,4835,31
9223,312,2
11872,626,4
449,313,2
1832,157,1
8526,1256,8
9556,157,1
8742,157,1
4370,121728,775
11219,1885,12
4582,14776,94
13638,944,6
11339,2833,18
12253,315,2
12564,3158,20
7480,158,1
4461,158,1
5348,158,1
938,158,1
12675,316,2
13853,4124,26
4557,159,1
10486,159,1
7669,159,1
1675,159,1
11773,160,1
12356,160,1
13352,160,1
12299,160,1
12641,160,1
10894,138782,865
4393,321,2
12491,161,1
10649,161,1
5491,483,3
8962,322,2
11039,3384,21
12802,645,4
10072,7257,45
12512,3717,23
13376,162,1
9589,324,2
5244,162,1
1308,10237,63
6235,2605,16
1140,163,1
5088,163,1
5153,818,5
3789,984,6
6945,4933,30
13265,494,3
1396,12531,76
447,330,2
12703,330,2
6453,496,3
9205,8946,54
6134,166,1
9933,5151,31
12197,665,4
254,1664,10
2736,333,2
12855,35183,211
6367,2335,14
8479,668,4
996,334,2
8979,502,3
9952,502,3
3249,502,3
3252,33141,198
2132,335,2
10144,168,1
2566,168,1
3074,4546,27
7325,337,2
6052,337,2
4640,20057,119
5376,6578,39
13681,338,2
7614,169,1
4474,169,1
5822,4231,25
8050,339,2
9526,1867,11
13023,510,3
11093,170,1
8361,510,3
2291,1702,10
10240,511,3
2931,1704,10
2395,1705,10
318,683,4
14017,171,1
10733,857,5
6213,857,5
6975,686,4
12150,516,3
215,7228,42
3318,689,4
9610,1038,6
2555,173,1
7613,173,1
7594,868,5
6249,1042,6
686,348,2
2610,7310,42
4676,42816,246
7381,871,5
5668,698,4
9959,1746,10
5360,2446,14
11595,1398,8
12510,874,5
9625,351,2
12711,703,4
8561,12841,73
3783,66274,375
8368,354,2
9882,354,2
11909,2128,12
1860,2307,13
2648,889,5
6192,178,1
6471,712,4
11552,78214,439
9815,537,3
1453,895,5
13416,359,2
5699,5386,30
9611,719,4
7484,899,5
5543,540,3
3626,180,1
3659,1620,9
4865,540,3
10181,361,2
2758,1083,6
10213,2533,14
9784,3257,18
11115,362,2
11991,19412,107
3200,2361,13
7250,1454,8
12201,727,4
15,727,4
12710,182,1
9085,182,1
507,182,1
8822,182,1
989,19679,108
10875,7841,43
8118,548,3
8373,2747,15
11834,9160,50
11917,2199,12
1420,184,1
9674,184,1
432,1850,10
3656,3519,19
10547,556,3
6419,186,1
8460,186,1
9247,45027,242
5867,16940,91
4520,6335,34
9752,6149,33
12331,187,1
4457,187,1
9833,1871,10
4864,3190,17
7008,752,4
5932,2257,12
12311,6396,34
13318,1318,7
429,377,2
13727,12450,66
5114,1699,9
3544,23826,126
9327,1135,6
6255,52087,275
12919,5692,30
10043,759,4
3674,190,1
13359,190,1
7504,761,4
1968,14269,75
3558,765,4
6860,383,2
9383,192,1
12971,384,2
765,1152,6
1455,964,5
10708,1351,7
5135,194,1
1169,7184,37
5986,389,2
13623,195,1
8114,195,1
8546,781,4
8886,782,4
2414,783,4
7511,392,2
5332,1965,10
1863,393247,2000
10360,1381,7
6648,65046,329
11904,2770,14
13336,396,2
11985,396,2
7851,198,1
535,396,2
8038,198,1
12840,199,1
6401,1593,8
5271,67523,339
13003,4391,22
10038,200,1
11856,1001,5
9517,61687,307
4162,201,1
4579,402,2
9835,25390,126
9533,202,1
7450,1417,7
3211,811,4
865,203,1
12230,11979,59
24,1625,8
2883,34402,169
2771,2446,12
3397,8155,40
444,4079,20
10566,204,1
4778,12260,60
1843,38070,186
14079,98190,479
659,205,1
4088,410,2
2811,412,2
792,412,2
5689,116029,563
5263,9496,46
9337,826,4
10216,2066,10
3483,1034,5
12375,1244,6
6632,832,4
300,1669,8
6054,78048,374
9518,5218,25
363,5223,25
3482,209,1
11480,209,1
4895,209,1
515,629,3
3264,1053,5
9051,422,2
10825,1900,9
11716,426,2
8527,213,1
12318,427,2
11638,428,2
2343,214,1
2147,429,2
8710,859,4
8649,3867,18
11121,215,1
13269,2581,12
3945,1076,5
12744,7541,35
5214,1510,7
6798,432,2
12862,1081,5
3004,433,2
12147,8283,38
3086,218,1
3381,88586,406
5878,1530,7
10454,438,2
12997,876,4
6854,438,2
3006,219,1
13213,439,2
6660,660,3
14049,220,1
11475,3304,15
11290,882,4
7103,24936,113
3817,442,2
5242,442,2
6461,443,2
12142,1552,7
5503,72765,328
416,222,1
9620,222,1
8887,222,1
1835,667,3
5727,5562,25
4154,223,1
11058,1117,5
8811,671,3
13173,224,1
280,2244,10
176,450,2
819,900,4
13583,227,1
14002,454,2
4589,227,1
7084,227,1
12819,3412,15
4251,228,1
13606,228,1
4700,1601,7
10796,229,1
2644,229,1
7536,916,4
1876,229,1
9721,688,3
5752,3442,15
12884,689,3
7609,460,2
6846,230,1
6949,230,1
5127,2769,12
437,26242,113
5084,4647,20
327,233,1
11431,701,3
12090,28538,122
12136,234,1
9265,234,1
5128,234,1
2456,235,1
12047,705,3
8650,10596,45
11256,707,3
1098,3773,16
9559,43875,186
8528,472,2
1718,473,2
10732,1894,8
12141,11614,49
12946,475,2
4701,3094,13
11196,238,1
11095,238,1
3111,4294,18
2725,239,1
4502,239,1
9166,240,1
1829,240,1
7413,721,3
8990,2409,10
6262,241,1
13329,241,1
5732,482,2
6550,966,4
442,242,1
5565,242,1
10981,242,1
7390,2193,9
1750,1951,8
9338,244,1
9003,244,1
9820,11479,47
10063,3178,13
730,978,4
8270,12237,50
4247,4411,18
4657,492,2
7502,247,1
13138,248,1
10785,2480,10
6130,248,1
8,993,4
8313,499,2
3623,750,3
767,5765,23
6551,251,1
5055,251,1
9401,4035,16
1253,758,3
8016,253,1
1635,253,1
4323,255,1
6397,2299,9
4576,256,1
3015,6954,27
6082,1033,4
12658,4913,19
11279,187056,722
288,2612,10
11454,523,2
2825,163626,625
10314,21476,82
3001,1310,5
6104,262,1
10446,787,3
1385,9971,38
12221,8931,34
6293,265,1
6060,1332,5
8261,267,1
5622,1069,4
5399,281739,1054
10344,8556,32
12917,268,1
13883,1074,4
6703,269,1
1741,5659,21
13644,812,3
12773,542,2
780,542,2
5141,2717,10
2218,272,1
77,544,2
13334,2460,9
1854,14222,52
5794,274,1
5480,3299,12
10576,3852,14
12319,551,2
13284,276,1
11241,33458,121
5358,277,1
11784,277,1
13670,1664,6
10234,836,3
2000,279,1
6513,295768,1059
1129,561,2
11763,5061,18
5809,4222,15
3300,563,2
2334,5352,19
4753,5922,21
85,1130,4
3877,1130,4
3619,848,3
10743,283,1
1931,283,1
997,1133,4
7393,9635,34
4295,1703,6
8024,286,1
12337,286,1
10912,860,3
396,287,1
13156,287,1
10637,1725,6
7573,1152,4
2163,288,1
5145,576,2
10629,2597,9
2103,581,2
1937,582,2
8253,291,1
13615,1166,4
1101,876,3
13555,877,3
5771,585,2
247,293,1
4533,1760,6
11340,1174,4
8476,294,1
2053,294,1
1564,2944,10
6354,295,1
9753,4744,16
12468,298,1
9664,2684,9
4174,299,1
1601,1200,4
13114,2707,9
12018,1205,4
1213,1205,4
1155,2713,9
8332,2418,8
7995,40812,135
5176,2432,8
4244,305,1
67,1221,4
11532,306,1
11925,1535,5
4830,20803,67
5857,312,1
11826,314,1
11274,943,3
8444,315,1
3021,316,1
11553,317,1
3082,317,1
9161,635,2
4495,318,1
1488,24973,78
4052,321,1
10567,16170,50
13861,650,2
894,325,1
8516,327,1
8451,327,1
4965,1310,4
371,328,1
12889,984,3
7708,3621,11
2427,333,1
7955,6048,18
574,3705,11
8560,1350,4
3451,678,2
6236,678,2
7663,678,2
13176,1705,5
10049,31432,92
8996,685,2
12558,687,2
2385,344,1
5894,330207,958
427,693,2
1727,348,1
2568,3163,9
58,352,1
4505,2135,6
6000,107606,301
6526,1431,4
12488,30906,86
12921,1814,5
4775,727,2
10533,67119,184
7737,739,2
6058,2975,8
10544,11233,30
2525,753,2
13846,4534,12
783,378,1
1916,758,2
12452,380,1
3123,768,2
8646,1155,3
12601,385,1
5249,771,2
3363,386,1
13823,5413,14
5571,7379,19
5027,334280,858
5406,392,1
10836,392,1
8378,784,2
10740,15780,40
5006,792,2
11776,1985,5
920,399,1
4116,15222,38
6251,402,1
4254,8067,20
697,812,2
1110,2843,7
11159,4473,11
11364,409,1
11470,3700,9
3862,3293,8
6662,412,1
3146,413,1
1304,829,2
5266,829,2
8415,2075,5
7856,416,1
2175,1250,3
13525,417,1
3052,835,2
12981,846,2
13230,356773,841
6349,428,1
642,431,1
10935,1295,3
6691,432,1
9215,432,1
7350,12098,28
8639,1735,4
3279,871,2
7978,439,1
12421,3517,8
13080,2645,6
13460,1325,3
7491,446,1
4642,4016,9
1441,3578,8
7960,449,1
1625,452,1
4709,2724,6
3328,915,2
13526,458,1
11301,923,2
10044,1385,3
4625,5080,11
9291,462,1
10335,463,1
5749,19527,42
895,14428,31
5653,28758,61
6989,1422,3
8247,474,1
1508,2373,5
9024,479,1
9593,965,2
9363,17449,36
12490,4369,9
6209,22416,46
10037,4390,9
13486,1952,4
9086,5376,11
11385,981,2
3921,1976,4
1356,503,1
362,507,1
2569,1023,2
13754,1544,3
13819,1547,3
7205,1556,3
279,3159,6
12316,1053,2
8966,3756,7
8605,2698,5
12824,546,1
7239,1639,3
2926,548,1
6700,3842,7
9118,1654,3
8376,4440,8
10582,4447,8
12996,2237,4
13850,561,1
1166,2270,4
8343,1137,2
2415,5177,9
10781,1164,2
6078,591,1
6521,592,1
8906,594,1
5395,96878,162
6420,1199,2
11245,601,1
597,1223,2
3343,613,1
8901,4922,8
8187,618,1
297,1239,2
10242,19934,32
8721,3137,5
1649,634,1
6456,1920,3
6754,4533,7
2953,42324,65
12103,654,1
12907,656,1
470,1970,3
382,658,1
1962,670,1
13107,2692,4
7140,5395,8
547,2024,3
7141,676,1
11082,1354,2
8802,680,1
4773,3427,5
9450,5593,8
5678,700,1
6548,701,1
12718,703,1
6900,1410,2
12791,708,1
4931,3542,5
4296,34739,49
7428,6431,9
12388,10851,15
10120,6514,9
492,11311,15
1377,1540,2
8678,783,1
13326,6348,8
11520,7216,9
8212,808,1
10481,13018,16
5951,3277,4
434,845,1
4091,908,1
740,5456,6
1632,927,1
4923,943,1
6295,3802,4
7677,953,1
12161,966,1
11832,1024,1
7233,1034,1
4781,1116,1
3843,2383,2
4651,1207,1
296,1223,1
9836,1348,1
4840,2696,2
2739,4155,3
8512,1415,1
4537,4440,3
3687,15460,10
384,3154,2
7383,6689,4
10699,1732,1
11,8995,5
4984,1856,1
2225,3991,2
6588,2211,1
10155,2447,1
6315,3338,1
329,168,0
2777,908,0
660,420,0
14080,90,0
3184,85,0
13025,5,0
9153,182,0
2884,70,0
12237,278,0
13131,484,0
2227,135,0
9369,12,0
2557,38,0
9289,81,0
3042,20,0
1094,26,0
8727,35,0
6558,22,0
2738,79,0
12121,412,0
8708,34,0
11851,81,0
2694,21,0
5081,907,0
4511,11,0
1560,99,0
9175,308,0
7705,22,0
11156,61,0
8250,604,0
4556,160,0
11568,283,0
12093,16,0
7915,162,0
10394,11,0
2282,74,0
8428,723,0
9624,897,0
3444,20,0
1106,190,0
3450,35,0
1547,39,0
2434,344,0
3266,1556,0
5000,13,0
6326,641,0
1123,15,0
1845,13,0
10145,139,0
7458,9,0
3742,34,0
3149,52,0
8133,253,0
6893,43,0
7706,290,0
12339,129,0
10143,45,0
10188,64,0
13134,140,0
8487,407,0
10239,1108,0
10578,81,0
10773,122,0
2268,26,0
1524,320,0
12467,105,0
2623,125,0
5615,2,0
1347,9,0
314,4,0
10212,92,0
5830,17,0
7417,9,0
7142,90,0
9548,231,0
1274,277,0
3377,4,0
5336,22,0
6018,80,0
4718,778,0
3729,74,0
13351,2,0
7807,213,0
4102,44,0
3733,29,0
8475,62,0
8210,170,0
9949,118,0
123,8,0
7729,60,0
3884,86,0
7197,18,0
1450,230,0
2281,105,0
9058,344,0
10149,16,0
9213,3,0
6158,24,0
8416,22,0
10827,25,0
4028,56,0
9992,74,0
12552,69,0
7289,479,0
9616,10,0
9025,148,0
2119,302,0
7689,31,0
6587,36,0
3815,26,0
89,313,0
5783,56,0
11869,67,0
4400,63,0
326,26,0
3337,3,0
8780,18,0
391,26,0
3095,91,0
1414,101,0
5281,266,0
9088,126,0
346,40,0
7373,74,0
9430,163,0
6528,496,0
7114,16,0
9652,7,0
5560,20,0
3748,61,0
8377,32,0
11743,2,0
5401,33,0
3523,118,0
2542,179,0
9554,55,0
8672,4,0
1887,523,0
2918,69,0
10066,60,0
160,26,0
11320,39,0
615,56,0
12149,12,0
9826,45,0
11950,202,0
6602,96,0
7659,58,0
886,113,0
7910,15,0
2911,27,0
13631,56,0
11976,118,0
4426,16,0
147,202,0
4641,104,0
1146,5,0
4287,319,0
5473,193,0
1212,120,0
4996,695,0
2647,89,0
790,32,0
1521,7,0
2817,197,0
9761,75,0
9465,45,0
6233,19,0
3905,456,0
13814,7,0
6682,42,0
5643,1326,0
3534,176,0
10941,109,0
2830,39,0
12198,49,0
4970,61,0
11736,35,0
13032,12,0
6357,15,0
12534,44,0
6621,8,0
4072,157,0
1093,119,0
234,121,0
13865,172,0
4683,53,0
9694,15,0
9990,337,0
11602,102,0
10892,117,0
4812,121,0
12497,46,0
3943,19,0
199,44,0
13656,62,0
4789,10,0
13240,24,0
10746,78,0
5871,77,0
679,76,0
9603,22,0
11231,30,0
6046,81,0
13340,13,0
10792,55,0
3361,35,0
417,274,0
6143,189,0
7793,20,0
11920,26,0
1792,15,0
1084,108,0
8448,38,0
11975,5,0
6273,32,0
6051,4,0
11334,44,0
4637,24,0
4548,7,0
12459,39,0
3950,30,0
9939,94,0
8858,34,0
11224,12,0
7654,15,0
10479,19,0
4770,32,0
5236,227,0
3801,55,0
9323,273,0
1171,141,0
6943,49,0
7903,31,0
1522,11,0
696,40,0
3755,6,0
12258,116,0
10946,28,0
10987,81,0
4418,4,0
12903,65,0
13026,2,0
6563,49,0
8789,20,0
524,149,0
5931,65,0
13079,35,0
10818,2,0
1294,273,0
4499,80,0
13979,429,0
12078,55,0
10887,68,0
7548,124,0
1105,323,0
14078,60,0
6383,384,0
9527,8,0
12428,50,0
4033,51,0
3788,34,0
7459,58,0
9376,13,0
12842,78,0
12044,68,0
2541,22,0
10580,23,0
12288,54,0
8544,1,0
9220,124,0
10611,38,0
6240,11,0
7112,15,0
500,29,0
2733,95,0
9124,12,0
9544,17,0
1256,50,0
7763,138,0
2882,27,0
5803,18,0
8248,187,0
10511,40,0
9953,60,0
1336,28,0
7525,15,0
1687,63,0
11842,28,0
4070,7,0
13236,127,0
7823,26,0
4886,91,0
5346,66,0
7566,111,0
11040,42,0
10895,239,0
3791,79,0
9723,53,0
10264,78,0
13218,29,0
11555,13,0
6613,73,0
7945,19,0
6574,73,0
12222,75,0
8523,54,0
7170,148,0
8058,90,0
3707,111,0
2369,157,0
1871,133,0
10641,50,0
11614,28,0
1683,91,0
1269,79,0
537,21,0
9813,59,0
8494,67,0
3384,21,0
11803,199,0
2641,22,0
12912,56,0
4075,5,0
4083,124,0
324,61,0
13822,70,0
7248,15,0
10881,39,0
5748,3,0
1326,37,0
6303,30,0
794,17,0
10896,110,0
803,54,0
7470,36,0
2850,4,0
10803,8,0
5531,2,0
8969,68,0
10094,25,0
4867,69,0
8226,56,0
2990,110,0
13587,101,0
13430,11,0
13930,39,0
8424,16,0
9759,12,0
13436,25,0
8116,3,0
11550,48,0
13856,177,0
3598,40,0
2686,59,0
1103,9,0
11696,127,0
1383,21,0
10950,41,0
3601,6,0
8939,133,0
10591,34,0
10199,248,0
7161,2,0
5139,47,0
11600,21,0
13847,30,0
853,61,0
10227,86,0
13419,46,0
2543,28,0
3916,16,0
239,36,0
7916,82,0
896,27,0
6820,29,0
2726,2,0
13733,27,0
3839,88,0
12079,91,0
1548,30,0
4699,10,0
2807,6,0
7984,40,0
2717,134,0
6155,260,0
3216,234,0
2502,63,0
4429,58,0
7227,38,0
9054,8,0
5280,22,0
8588,12,0
12610,47,0
9858,16,0
5972,24,0
13782,60,0
1223,9,0
11002,63,0
12054,171,0
2304,44,0
5233,83,0
10907,35,0
9128,18,0
6328,16,0
11350,7,0
4224,15,0
4379,39,0
10812,8,0
8388,14,0
4180,21,0
6136,27,0
10253,10,0
2959,9,0
2164,17,0
11870,10,0
13572,18,0
10064,368,0
4036,79,0
4367,15,0
4675,106,0
10042,17,0
8283,46,0
4955,39,0
12178,89,0
1162,24,0
8657,11,0
9657,116,0
10709,14,0
6172,6,0
4013,37,0
4362,14,0
12943,16,0
12634,14,0
3762,25,0
3105,74,0
11694,47,0
6707,9,0
9955,21,0
3551,31,0
779,3,0
1089,30,0
4249,28,0
11108,6,0
12713,56,0
9431,35,0
13169,107,0
14014,29,0
4399,3,0
7062,58,0
9792,45,0
966,16,0
3785,26,0
13935,41,0
11544,250,0
11356,5,0
1462,396,0
13987,12,0
5058,96,0
6299,25,0
13010,5,0
7799,11,0
6438,8,0
13362,29,0
8504,52,0
5313,35,0
9675,44,0
25,31,0
3161,72,0
4845,69,0
6426,46,0
7049,79,0
2685,35,0
6830,19,0
10745,10,0
6495,17,0
13484,112,0
2464,16,0
9418,49,0
372,6,0
1433,2,0
285,29,0
3010,16,0
1613,38,0
1883,21,0
9524,10,0
661,22,0
2986,27,0
1585,10,0
12942,48,0
13800,68,0
1653,24,0
2387,4,0
8318,28,0
13239,9,0
12637,35,0
2563,4,0
12729,12,0
7818,17,0
3049,13,0
7676,46,0
12159,40,0
8614,13,0
11994,4,0
7877,20,0
8677,12,0
1540,10,0
1682,9,0
14076,29,0
7433,13,0
2581,20,0
6817,19,0
10027,1,0
11911,1,0
11708,17,0
11426,26,0
9149,60,0
3205,16,0
420,72,0
1934,27,0
8747,41,0
2438,49,0
8659,77,0
9848,122,0
1913,5,0
2389,13,0
10628,14,0
1928,214,0
9585,48,0
11865,4,0
10119,7,0
9906,37,0
1616,28,0
8306,28,0
850,11,0
3638,39,0
4604,56,0
13668,41,0
9969,22,0
6069,25,0
5321,10,0
3062,38,0
5187,145,0
9004,128,0
12343,60,0
407,34,0
4827,43,0
1516,99,0
9426,82,0
981,8,0
11008,6,0
9717,20,0
3559,42,0
9266,39,0
9112,26,0
8787,10,0
4542,6,0
1918,9,0
4352,4,0
12723,5,0
4205,22,0
7022,23,0
2714,6,0
1170,14,0
7993,6,0
11875,22,0
8411,13,0
10885,1,0
9113,6,0
9449,38,0
6736,27,0
4820,37,0
7463,104,0
13317,31,0
3008,48,0
5224,7,0
4514,27,0
7895,17,0
6377,4,0
7168,17,0
8345,20,0
8185,4,0
13453,9,0
4521,66,0
8580,3,0
841,4,0
1773,64,0
6392,36,0
3130,55,0
2067,9,0
9926,2,0
9902,13,0
1035,34,0
8136,12,0
2855,5,0
6674,35,0
13298,19,0
629,67,0
12988,26,0
12798,23,0
4402,7,0
7744,34,0
325,62,0
9071,7,0
5288,12,0
7507,2,0
6547,8,0
11487,65,0
5757,12,0
2336,22,0
12803,10,0
9341,22,0
1053,20,0
2430,48,0
9940,34,0
5680,32,0
7139,6,0
9392,31,0
3217,15,0
3524,56,0
2802,31,0
6427,35,0
5527,8,0
10833,17,0
5799,22,0
458,82,0
3854,26,0
6840,86,0
5316,35,0
4497,22,0
11276,8,0
2574,19,0
10502,79,0
7159,45,0
12949,38,0
11674,4,0
6790,15,0
7965,7,0
4124,8,0
5671,9,0
9824,4,0
14053,31,0
4252,52,0
14056,40,0
1949,29,0
1026,36,0
12672,21,0
10276,18,0
6616,8,0
3092,9,0
13724,24,0
13096,7,0
1878,4,0
9886,7,0
2793,21,0
8558,5,0
7531,16,0
13370,21,0
12563,2,0
1959,190,0
3649,45,0
6861,4,0
2451,40,0
11329,13,0
10447,11,0
12433,20,0
2418,33,0
11208,27,0
1749,18,0
10666,40,0
9052,29,0
7302,3,0
1563,38,0
1665,12,0
3292,39,0
2100,25,0
6406,33,0
7812,80,0
3946,4,0
7193,8,0
4513,5,0
6805,2,0
5184,2,0
4995,7,0
6545,35,0
2701,18,0
8918,15,0
4462,79,0
7568,320,0
8363,28,0
948,16,0
7914,9,0
12588,9,0
12870,15,0
11193,3,0
13944,5,0
1597,54,0
10968,15,0
3710,25,0
8694,25,0
7336,4,0
13700,2,0
4403,4,0
10630,59,0
7801,6,0
2059,6,0
1016,12,0
10109,31,0
12832,5,0
9344,23,0
795,42,0
6963,3,0
6998,6,0
5743,79,0
12006,14,0
12495,5,0
8784,7,0
4711,2,0
10955,3,0
8381,18,0
4140,57,0
6102,1,0
3225,22,0
8783,32,0
8063,21,0
11581,13,0
6857,4,0
5156,17,0
10508,558,0
13813,3,0
11496,12,0
2449,76,0
5518,17,0
13709,9,0
11246,27,0
12227,9,0
12604,23,0
678,11,0
8089,67,0
2676,6,0
2376,1,0
476,67,0
13258,14,0
8910,6,0
7754,27,0
5411,62,0
8935,18,0
8461,6,0
4330,2,0
2065,15,0
8942,5,0
4904,11,0
8532,9,0
3668,6,0
12424,40,0
6283,119,0
7825,6,0
10368,6,0
8273,23,0
11305,4,0
3257,26,0
26,3,0
11371,10,0
6204,8,0
10050,28,0
480,5,0
9038,1,0
11936,14,0
622,23,0
2266,2,0
13481,6,0
5368,9,0
8453,3,0
12556,45,0
13045,10,0
8296,54,0
11683,7,0
6646,22,0
9259,13,0
2104,24,0
2872,13,0
13991,7,0
13228,71,0
778,2,0
8100,33,0
9747,18,0
8034,11,0
445,2,0
882,8,0
2401,12,0
12323,24,0
12726,28,0
10362,7,0
4279,18,0
11963,17,0
957,9,0
10324,22,0
1849,6,0
209,6,0
7803,11,0
4543,177,0
11819,2,0
10737,13,0
10413,23,0
8631,45,0
12503,24,0
482,4,0
4885,2,0
3648,2,0
6337,20,0
5289,3,0
13938,7,0
1061,7,0
1272,7,0
11373,6,0
5445,115,0
12902,9,0
10672,20,0
11242,46,0
8140,13,0
4720,22,0
6205,22,0
5408,16,0
9077,12,0
11809,12,0
4595,29,0
6473,14,0
5268,17,0
7335,4,0
2171,9,0
3861,16,0
335,29,0
13765,18,0
2924,8,0
7611,14,0
7045,5,0
5831,3,0
4652,9,0
7919,7,0
8652,8,0
3466,13,0
13982,6,0
9866,14,0
3968,33,0
433,10,0
5508,8,0
13112,1,0
1914,10,0
1633,34,0
931,7,0
1276,40,0
13554,1,0
4054,6,0
13929,38,0
7379,3,0
8674,9,0
1019,38,0
5215,7,0
2962,14,0
11980,19,0
2973,3,0
13895,4,0
3076,2,0
12486,13,0
1289,26,0
561,15,0
13316,23,0
1897,5,0
3214,5,0
4856,10,0
9897,4,0
9186,8,0
13569,3,0
13264,2,0
3758,6,0
12305,24,0
651,12,0
394,13,0
4752,16,0
8671,7,0
5777,3,0
5917,13,0
13268,17,0
7395,4,0
11325,50,0
13101,11,0
9270,15,0
11017,23,0
4921,15,0
8992,10,0
5977,6,0
12055,35,0
1051,9,0
7054,13,0
1899,8,0
2891,2,0
4344,7,0
8984,23,0
1359,2,0
5414,8,0
2601,13,0
2224,3,0
3919,13,0
7959,6,0
3389,26,0
2196,4,0
86,8,0
227,12,0
3784,17,0
3878,14,0
3730,5,0
3136,3,0
9672,4,0
1298,1,0
2547,30,0
1282,4,0
1077,12,0
7827,12,0
272,26,0
11151,6,0
1229,15,0
12599,7,0
3676,25,0
6761,34,0
3357,10,0
12954,3,0
11476,7,0
3309,7,0
7424,12,0
554,29,0
13955,3,0
4765,6,0
8488,8,0
13880,17,0
12041,7,0
1753,14,0
12499,2,0
10323,2,0
9736,10,0
2609,6,0
12565,10,0
7313,7,0
1708,25,0
12928,12,0
4541,10,0
10956,12,0
13849,11,0
576,2,0
8835,7,0
10403,16,0
8036,7,0
7853,5,0
2083,3,0
4924,5,0
5164,9,0
452,2,0
6789,32,0
4900,6,0
4836,16,0
9076,25,0
3893,8,0
3122,7,0
13836,12,0
9590,2,0
4717,5,0
5373,4,0
5462,12,0
11988,15,0
11810,13,0
1906,26,0
2721,17,0
4571,5,0
12960,13,0
2044,2,0
706,2,0
12697,9,0
5106,11,0
5585,9,0
6486,10,0
8740,2,0
9528,7,0
13413,2,0
12042,8,0
4790,5,0
12438,14,0
9056,10,0
11424,1,0
933,3,0
4894,5,0
12272,8,0
2330,14,0
10158,8,0
5045,8,0
12766,8,0
2462,5,0
10783,6,0
5747,9,0
5080,10,0
2864,13,0
8547,4,0
8941,7,0
8555,14,0
3388,3,0
10422,18,0
13084,9,0
13687,6,0
9154,3,0
11546,32,0
9142,8,0
6944,9,0
8062,2,0
12320,22,0
10326,3,0
2190,12,0
10002,33,0
6757,19,0
5124,10,0
9381,6,0
3825,5,0
6063,9,0
2393,8,0
1865,7,0
11353,6,0
3773,3,0
7318,6,0
4764,4,0
8463,8,0
797,8,0
10571,8,0
915,7,0
7704,6,0
12781,4,0
4260,4,0
3438,1,0
1138,21,0
5594,12,0
248,2,0
6887,3,0
7964,6,0
2417,2,0
9995,15,0
11569,34,0
11173,2,0
282,4,0
10603,2,0
1423,13,0
4241,14,0
9428,28,0
11766,13,0
12487,2,0
11745,9,0
13993,3,0
12126,12,0
11254,6,0
10683,3,0
9894,2,0
9791,4,0
6614,8,0
846,6,0
2112,1,0
4340,4,0
4723,9,0
9696,5,0
8219,9,0
5247,3,0
4800,2,0
4618,9,0
9020,2,0
13426,16,0
6853,5,0
13882,4,0
11263,2,0
464,8,0
10834,9,0
178,8,0
5419,1,0
7806,16,0
5659,1,0
1964,3,0
11004,5,0
11817,3,0
5812,5,0
7396,2,0
1538,7,0
12644,3,0
3503,17,0
2,3,0
11858,4,0
7679,26,0
12686,3,0
8691,17,0
13601,3,0
53,16,0
3432,5,0
8722,11,0
8440,6,0
5607,7,0
10938,5,0
2390,4,0
12705,3,0
10513,5,0
11748,6,0
3158,7,0
6741,3,0
3669,4,0
2090,4,0
1191,3,0
13958,3,0
5714,1,0
6197,8,0
10543,2,0
5083,13,0
10645,2,0
2139,12,0
13113,4,0
538,3,0
246,1,0
2350,7,0
13435,10,0
8497,7,0
12873,3,0
7938,7,0
932,2,0
13422,2,0
11186,5,0
6081,6,0
3182,2,0
10406,22,0
12011,6,0
9057,2,0
12404,3,0
9095,3,0
7563,6,0
11594,3,0
10348,2,0
10958,8,0
1573,6,0
1982,9,0
11575,3,0
9961,1,0
7426,10,0
13249,3,0
10974,5,0
10854,5,0
8911,3,0
5847,4,0
12000,8,0
5778,9,0
4507,2,0
10301,10,0
10198,5,0
5733,9,0
4166,2,0
11442,4,0
9828,11,0
11092,3,0
10388,23,0
5975,6,0
3722,8,0
13779,5,0
12108,7,0
7571,3,0
5833,2,0
10469,6,0
6715,2,0
5167,3,0
69,6,0
8958,2,0
6305,3,0
2285,2,0
13341,2,0
10921,2,0
9394,3,0
5029,4,0
6672,6,0
4447,2,0
1589,3,0
13162,2,0
9301,2,0
12265,6,0
7552,2,0
5256,2,0
360,2,0
8728,1,0
2186,6,0
9348,11,0
7331,10,0
12706,4,0
11669,3,0
10971,3,0
1881,5,0
9233,4,0
4714,1,0
11268,5,0
10132,6,0
6609,3,0
13567,2,0
2504,3,0
11394,4,0
1415,9,0
4242,1,0
